Reference area,Measure.1,Sex.1,TIME_PERIOD,OBS_VALUE
Estonia,Share of population who are obese,Male,2010,17
Estonia,Share of population who are obese,Male,2012,18.6
Estonia,Share of population who are obese,Male,2014,18.9
Estonia,Share of population who are obese,Male,2016,19.8
Estonia,Share of population who are obese,Male,2018,21.2
Estonia,Share of population who are obese,Male,2020,22.9
Estonia,Share of population who are obese,Male,2022,22.3
Estonia,Share of population who are overweight or obese,Female,1990,57.7
Estonia,Share of population who are overweight or obese,Female,1992,39.2
Estonia,Share of population who are overweight or obese,Female,1994,44.5
Estonia,Share of population who are overweight or obese,Female,1996,40.4
Estonia,Share of population who are overweight or obese,Female,1998,39
Estonia,Share of population who are overweight or obese,Female,2000,40.9
Estonia,Share of population who are overweight or obese,Female,2002,40.7
Estonia,Share of population who are overweight or obese,Female,2004,41.1
Estonia,Share of population who are overweight or obese,Female,2006,42.6
Estonia,Share of population who are overweight or obese,Female,2008,44.6
Estonia,Share of population who are overweight or obese,Female,2010,45.2
Estonia,Share of population who are overweight or obese,Female,2012,44.9
Estonia,Share of population who are overweight or obese,Female,2014,48.1
Estonia,Share of population who are overweight or obese,Female,2016,46
Estonia,Share of population who are overweight or obese,Female,2018,43.7
Estonia,Share of population who are overweight or obese,Female,2020,44.2
Estonia,Share of population who are overweight or obese,Female,2022,46.8
Estonia,Share of population who are overweight or obese,Female,2014,44.9
Estonia,Share of population who are obese,Female,1990,22
Estonia,Share of population who are obese,Female,1992,14.3
Estonia,Share of population who are obese,Female,1994,14.8
Estonia,Share of population who are obese,Female,1996,14.2
Estonia,Share of population who are obese,Female,1998,14.8
Estonia,Share of population who are obese,Female,2000,15.4
Estonia,Share of population who are obese,Female,2002,14.6
Estonia,Share of population who are obese,Female,2004,14.9
Estonia,Share of population who are obese,Female,2006,16.5
Estonia,Share of population who are obese,Female,2008,18.3
Estonia,Share of population who are obese,Female,2010,16.8
Estonia,Share of population who are obese,Female,2012,19.3
Estonia,Share of population who are obese,Female,2014,19.9
Estonia,Share of population who are obese,Female,2016,18.7
Estonia,Share of population who are obese,Female,2018,17.7
Estonia,Share of population who are obese,Female,2020,18.9
Estonia,Share of population who are obese,Female,2022,20.1
Estonia,Share of population who are overweight,Male,1990,41.5
Estonia,Share of population who are overweight,Male,1992,34
Estonia,Share of population who are overweight,Male,1994,35.9
Estonia,Share of population who are overweight,Male,1996,33.7
Estonia,Share of population who are overweight,Male,1998,31.2
Estonia,Share of population who are overweight,Male,2000,31
Estonia,Share of population who are overweight,Male,2002,32.9
Estonia,Share of population who are overweight,Male,2004,31.9
Estonia,Share of population who are overweight,Male,2006,37.3
Estonia,Share of population who are overweight,Male,2008,38.8
Estonia,Share of population who are overweight,Male,2010,36.6
Estonia,Share of population who are overweight,Male,2012,35.9
Estonia,Share of population who are overweight,Male,2014,39
Estonia,Share of population who are overweight,Male,2016,40.1
Estonia,Share of population who are overweight,Male,2018,39.8
Estonia,Share of population who are overweight,Male,2020,39.7
Estonia,Share of population who are overweight,Male,2022,38.7
Finland,Share of population who are obese,Total,1979,14.6
Finland,Share of population who are obese,Total,2000,22.5
Finland,Share of population who are obese,Total,2011,24.8
Finland,Share of population who are obese,Total,2012,21.5
Finland,Share of population who are obese,Total,2017,26.8
Finland,Share of population who are obese,Total,2022,30.2
Finland,Share of population who are overweight,Total,1979,39
Finland,Share of population who are overweight,Total,2000,41.1
Finland,Share of population who are overweight,Total,2011,40.2
Finland,Share of population who are overweight,Total,2012,36.5
Finland,Share of population who are overweight,Total,2017,40.8
Finland,Share of population who are overweight,Total,2022,39.7
Finland,Share of population who are overweight or obese,Total,1979,53.6
Finland,Share of population who are overweight or obese,Total,2000,63.6
Finland,Share of population who are overweight or obese,Total,2011,65
Finland,Share of population who are overweight or obese,Total,2012,58
Finland,Share of population who are overweight or obese,Total,2017,67.6
Finland,Share of population who are overweight or obese,Total,2022,69.8
Finland,Share of population who are obese,Total,1978,6.6
Finland,Share of population who are obese,Total,1979,7.4
Finland,Share of population who are obese,Total,1980,7.4
Finland,Share of population who are obese,Total,1981,7.3
Finland,Share of population who are obese,Total,1982,7.2
Finland,Share of population who are obese,Total,1983,7.6
Finland,Share of population who are obese,Total,1984,7.7
Finland,Share of population who are obese,Total,1985,6.7
Finland,Share of population who are obese,Total,1986,7.5
Finland,Share of population who are obese,Total,1987,8.3
Finland,Share of population who are obese,Total,1988,7.8
Finland,Share of population who are obese,Total,1989,8.3
Finland,Share of population who are obese,Total,1990,8.4
Finland,Share of population who are obese,Total,1991,8.8
Finland,Share of population who are obese,Total,1992,8.6
Finland,Share of population who are obese,Total,1993,8.9
Finland,Share of population who are obese,Total,1994,9.5
Finland,Share of population who are obese,Total,1995,10.4
Finland,Share of population who are obese,Total,1996,10.2
Finland,Share of population who are obese,Total,1997,9.9
Finland,Share of population who are obese,Total,1998,9.5
Finland,Share of population who are obese,Total,1999,10.1
Finland,Share of population who are obese,Total,2000,11.2
Finland,Share of population who are obese,Total,2001,11.4
Finland,Share of population who are obese,Total,2002,11.8
Finland,Share of population who are obese,Total,2003,12.8
Finland,Share of population who are obese,Total,2004,14
Finland,Share of population who are obese,Total,2005,14.1
Finland,Share of population who are obese,Total,2006,14.3
Finland,Share of population who are obese,Total,2007,14.9
Finland,Share of population who are obese,Total,2008,15.7
Finland,Share of population who are obese,Total,2009,14.9
Finland,Share of population who are obese,Total,2010,15.6
Finland,Share of population who are obese,Total,2011,16.6
Finland,Share of population who are obese,Total,2012,15.8
Finland,Share of population who are obese,Total,2013,15.7
Finland,Share of population who are obese,Total,2014,18.3
Finland,Share of population who are obese,Total,2015,18.8
Finland,Share of population who are obese,Total,2016,19
Finland,Share of population who are obese,Total,2017,19
Finland,Share of population who are obese,Total,2018,20
Finland,Share of population who are obese,Total,2019,21
Finland,Share of population who are obese,Total,2020,23
Finland,Share of population who are obese,Total,2022,24
Finland,Share of population who are overweight,Female,1979,34.3
Finland,Share of population who are overweight,Female,2000,35.3
Finland,Share of population who are overweight,Female,2007,29.9
Finland,Share of population who are overweight,Female,2011,34
Finland,Share of population who are overweight,Female,2012,28.5
Finland,Share of population who are overweight,Female,2017,35.8
Finland,Share of population who are overweight,Female,2022,35
Finland,Share of population who are overweight,Female,1978,21.6
Finland,Share of population who are overweight,Female,1979,25.1
Finland,Share of population who are overweight,Female,1980,24.2
Finland,Share of population who are overweight,Female,1981,21.7
Finland,Share of population who are overweight,Female,1982,24.5
Finland,Share of population who are overweight,Female,1983,23.1
Finland,Share of population who are overweight,Female,1984,23.9
Finland,Share of population who are overweight,Female,1985,22.5
Finland,Share of population who are overweight,Female,1986,23.2
Finland,Share of population who are overweight,Female,1987,21.7
Finland,Share of population who are overweight,Female,1988,21.8
Finland,Share of population who are overweight,Female,1989,23.9
Finland,Share of population who are overweight,Female,1990,21.8
Finland,Share of population who are overweight,Female,1991,23.6
Finland,Share of population who are overweight,Female,1992,24.5
Finland,Share of population who are overweight,Female,1993,23.8
Finland,Share of population who are overweight,Female,1994,24.8
Finland,Share of population who are overweight,Female,1995,27.7
Finland,Share of population who are overweight,Female,1996,26.3
Finland,Share of population who are overweight,Female,1997,27.1
Finland,Share of population who are overweight,Female,1998,25.5
Finland,Share of population who are overweight,Female,1999,25.5
Finland,Share of population who are overweight,Female,2000,25.7
Finland,Share of population who are overweight,Female,2001,25.6
Finland,Share of population who are overweight,Female,2002,25.6
Finland,Share of population who are overweight,Female,2003,26.2
Finland,Share of population who are overweight,Female,2004,24.7
Finland,Share of population who are overweight,Female,2005,26.6
Finland,Share of population who are overweight,Female,2006,27.2
Finland,Share of population who are overweight,Female,2007,28.8
Finland,Share of population who are overweight,Female,2008,27.6
Finland,Share of population who are overweight,Female,2009,28.3
Finland,Share of population who are overweight,Female,2010,27.7
Finland,Share of population who are overweight,Female,2011,27.7
Finland,Share of population who are overweight,Female,2012,27.4
Finland,Share of population who are overweight,Female,2013,29.1
